id,date,date_built,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view
f7970142-07f4-40c3-a677-88a3efe6c722,2019-07-01,2015,184207,2,2,2366,10721,2,0,6
bd6e7de2-f452-410d-9cb8-a07d9475d80f,2022-05-06,2017,298207,4,2,2451,14460,2,0,18
cd65c033-69eb-4938-9942-e91dd049c747,2019-04-26,2010,127349,4,3,1907,9386,1,0,33
03276bc9-57c9-4cac-b20f-0fa8e61e31c6,2020-07-31,2011,329330,2,3,2085,9981,1,0,41
a19c2961-2c99-4f18-8b73-2d408e548ce6,2020-10-08,2010,205173,2,2,1809,14978,2,0,22
72b2166a-babd-43c5-a1cf-15539c4db37a,2020-10-17,2010,313273,2,2,2216,10333,1,0,34
84d3fe2e-ec69-4e9e-84b9-1b6cacf3dda0,2021-05-15,2015,306413,3,2,1752,8091,1,0,15
1f55d45d-c051-4d8e-9f62-4c4f80e7fb6d,2019-08-30,2013,350639,2,2,2181,13576,1,0,20
c6feb4a9-387e-47f5-836b-1d02c01ca27c,2019-06-03,2016,187321,3,3,2492,13786,2,0,46
ffda675b-b043-4f69-9e33-0b6a6b08ca70,2021-07-06,2010,228285,4,2,1835,14264,1,0,45
8132ca9c-3bd0-49e6-9718-b12a91caa981,2020-02-20,2010,123006,2,2,2380,13227,1,0,17
78e34e95-3694-44a1-965f-11eb02a1ff30,2021-05-04,2010,156736,2,2,1795,8347,1,0,18
cb8863aa-6f91-449e-b752-680028ee2d20,2021-01-30,2012,272495,4,2,1500,13433,2,0,44
e0c34303-9210-409d-ab00-ceb167b086dc,2021-06-25,2017,174237,2,2,2450,8924,2,0,31
806f708e-ea2b-4e80-a7a1-bbcf8adc8c50,2019-06-02,2016,150342,4,3,1957,8628,2,0,23
9efec53f-ec37-44aa-8745-7b8dc22eb520,2020-07-03,2017,308491,2,3,2326,11760,2,0,21
da0e612f-895b-4659-bfd3-7d98f15d5272,2021-10-30,2013,126681,4,3,1671,11705,1,0,22
84c7c23b-5239-414e-a78a-ae63d81ea338,2021-08-03,2015,146769,3,3,1719,11252,2,0,26
372595b6-0986-48b1-b594-70ff936db999,2019-12-18,2016,234471,3,3,1857,11639,2,0,12
bd981eca-f16e-427b-8cd9-24c3d2cfaf3b,2019-08-30,2013,314120,2,2,2341,11616,2,0,6
fdeea95a-d78a-4ee3-b45d-d8d752bd3ae8,2021-04-03,2015,360550,3,3,2073,14154,1,0,5
6f9ac817-eb0b-4158-a6e1-abf645075143,2021-05-02,2017,444644,2,3,2481,14900,2,0,23
41b850ed-d671-49eb-955d-3b8f8654d858,2019-10-22,2011,220421,4,2,1647,14854,1,0,9
e1bd2819-7ca9-4d07-8c8b-ce1ce55433f3,2022-02-20,2016,225053,3,3,1909,13936,1,0,37
c82a6687-d191-46c6-a080-45e1eba3d91c,2019-06-16,2011,266091,2,2,1757,11868,1,0,2
9841d769-14f3-4b65-87b9-40106a5d120f,2019-05-01,2011,1434713,6,3,5527,10676,1,0,95
236ec330-3f7d-4333-99eb-1734ccf892c9,2020-04-19,2013,778050,3,5,5363,11274,3,1,80
f2a4e2c6-7a6b-4380-9bdc-8291c136d675,2021-12-09,2017,377555,2,3,2376,9412,1,0,34
a6a306f8-c2de-4d11-8e4a-1798b816d923,2022-04-15,2012,408102,4,3,2077,14676,1,0,13
d4e56c5c-9fbe-4100-aa0a-e560082e15ea,2019-09-23,2012,226607,3,2,2025,11074,1,0,0
9a983f90-929f-40fe-a4a0-fb956c38071c,2020-03-12,2013,368092,4,3,2027,12300,1,0,24
8c65e546-b6d4-487e-a913-70d4cabacc2e,2019-10-25,2013,249945,3,3,1740,8228,2,0,9
7e6e142e-6115-4661-8773-b0d08b0981f2,2021-11-29,2014,437295,4,2,2391,12945,2,0,14
5695f79e-abeb-422f-8281-53f2b65cb46e,2019-11-14,2014,202958,4,2,2465,13378,2,0,25
db84b215-0317-49fe-a35b-2b3395a6a8cc,2020-05-12,2017,179893,4,2,1817,12357,1,0,6
1244658e-f485-4b2b-aa7e-bbe09537f8fb,2022-01-16,2016,167197,3,3,1850,9080,2,0,4
8f7eb60c-639e-499e-97dc-c8caad5f2f12,2020-06-26,2016,199694,4,2,1927,8090,2,0,39
5cd39b9b-8cac-455e-9028-59cc788a77a4,2020-09-27,2013,232367,2,2,2127,8861,2,0,28
8399dfc7-b03e-4129-b319-756409c981d9,2020-08-23,2016,298149,3,3,2371,8709,2,0,49
142458d9-5f00-49a7-a665-31d6fb9010a5,2019-01-12,2010,237580,2,2,2057,14245,2,0,9
b86c9fb2-357c-43e8-9e03-59e1264e0828,2020-03-03,2011,433410,4,3,1948,10286,2,0,23
335ec0f5-7608-4eeb-9f99-1437f54e011e,2020-05-01,2015,436413,3,2,1652,12565,2,0,49
b2c75fe4-97bb-42d2-b80b-13d038f93cd6,2021-05-28,2016,265034,3,2,1837,11491,1,0,21
17d65db3-5ae3-4940-b575-4c589f747863,2019-04-04,2014,222296,4,2,1597,9954,1,0,31
f40ebb67-be74-43c0-807d-d1e6e92ab49a,2020-01-03,2014,197554,4,3,2383,10065,1,0,41
aceddcfa-7a5c-4001-a386-471265bb54fd,2019-05-21,2012,234122,3,3,2499,13319,2,0,18
86ff5bab-2493-4e23-92cf-a388942f2cfa,2021-04-24,2015,447296,3,2,2314,12891,2,0,44
7cc6400b-cc55-4d31-89fa-382abda91048,2020-02-24,2016,225237,4,2,1832,14846,1,0,4
df77ad61-d136-4bf5-9274-ff8d616117a4,2021-01-28,2017,131664,2,2,1641,12750,1,0,21
f11be84c-d4b8-427d-8876-114a004b62a6,2021-07-10,2013,433455,3,3,2489,12821,2,0,6
681f4b2f-99a0-48cc-88d0-ec673c907a4c,2021-12-15,2010,126076,3,2,2092,13240,1,0,15
8be94f67-a5fb-4529-a253-9fd34f89f605,2022-06-04,2014,153225,3,3,2472,10111,1,0,21
f383ea3a-a85c-4677-9971-cb82fa0458dd,2022-01-07,2013,276331,4,2,1789,14349,1,0,4
48308f35-8aca-4caa-92eb-732a7b253658,2020-11-09,2013,223946,4,3,1736,11907,1,0,17
3f0d56bc-f87d-47b3-ab10-564f03848b40,2022-02-17,2013,448301,2,2,2041,12148,1,0,21
92c5042e-03a2-4494-9df1-82514e470477,2019-08-14,2012,250516,2,3,1628,11663,1,0,22
07a961e9-b744-40de-af86-851c8884c4a8,2019-01-06,2015,399324,4,2,1758,11802,2,0,46
fb000bf5-d1df-4e7f-9da4-067b80c007e0,2019-03-03,2011,437078,2,3,2185,13304,1,0,44
c1e2dfba-843b-476d-8c96-a6c6937d2199,2020-01-21,2016,144895,3,2,2260,9280,1,0,29
e91f65d2-fabe-4afc-8a40-8507acb0c1fc,2021-11-25,2014,586902,5,6,3512,13149,1,0,70
dcb4cc66-bca9-472f-a965-aaef31392c94,2021-08-27,2013,329173,2,3,2270,9430,2,0,26
76a1a4f8-872c-4666-aaa0-f5a426a07362,2019-12-24,2017,318113,2,2,1643,11332,1,0,24
14c31c68-519a-4a59-a42d-eb5a4107615e,2020-07-24,2011,229657,2,3,1883,12487,1,0,34
89e5323e-d783-41a4-b055-93826f0bb2e4,2019-04-28,2012,208910,3,2,2278,11196,2,0,6
acfe4228-41a7-4ace-a847-0c5d9211e956,2020-08-19,2015,389002,2,2,2044,11683,2,0,29
dfb092da-ccf6-4d43-b3e0-230f37f1dc88,2019-11-18,2013,442832,3,2,2193,12506,1,0,6
8410f8ef-894c-4abb-bfd9-55835a94eb7c,2019-02-09,2016,402558,2,3,2055,9164,2,0,46
a709e82f-9221-40e7-89a5-39692c0e660c,2022-04-26,2010,304775,4,3,2083,9952,1,0,31
235c334f-8657-4fb9-bb03-c77d15cb39c0,2020-01-24,2012,239425,2,2,1574,14253,1,0,37
1ca76bd6-2075-4193-9b15-b3b929f67df0,2022-01-28,2010,146003,3,2,2226,9180,2,0,49
8a3106f1-0f38-4681-8650-409d4e308520,2019-04-28,2012,247752,3,3,1994,11852,2,0,42
074ab19b-38d4-46f6-8b24-916428754066,2020-03-08,2011,196721,2,3,2014,14806,1,0,19
21774e27-1451-46aa-8d01-9289e8f27600,2020-07-06,2015,259644,2,3,1780,11560,2,0,23
53b017b2-ee02-489b-bdbc-91b2689f6fe9,2022-02-13,2012,435668,3,3,1818,14913,2,0,34
6ecffc30-da04-48ba-869b-d53e620ce01c,2021-02-17,2017,206247,3,3,1934,10302,1,0,37
66d649d7-25cd-4964-b75e-56432a7e09c9,2020-02-09,2012,238898,2,2,1787,9556,1,0,21
dd0306ea-ed45-4fa5-8004-34b2ee3f6c25,2019-06-29,2014,280567,4,2,2220,11371,2,0,42
507fd837-7c3c-4139-aec9-25e38ea92f01,2020-12-28,2013,148244,4,3,2423,13936,2,0,46
0035a5bb-9b06-471f-97b0-114c3dd6759c,2021-07-06,2016,154476,3,3,2295,11361,2,0,4
41366113-3934-4d54-aa77-5e8509fed2f1,2020-06-05,2010,300680,2,3,2296,10195,2,0,4
f9d8dfa6-063f-4617-9351-646bbd23dc83,2020-07-02,2015,145042,4,3,2393,8352,2,0,44
7a9755a7-b1c8-403c-ad02-120d33ad0657,2022-04-18,2015,210011,4,2,2171,12905,1,0,25
2ccbd89d-5413-4247-a740-688f7f63c8d1,2019-07-08,2010,185531,3,2,2422,13723,1,0,5
1142f96d-d244-40da-ab0b-d13a44dd1553,2019-10-12,2011,278800,4,2,2459,9001,2,0,30
77c1fc7c-793c-4001-a03e-1bbbe06d9c85,2020-04-25,2015,239772,2,2,2241,11248,2,0,40
0a0a1abd-81c7-4073-856f-30948378dfa3,2022-02-17,2015,392402,2,2,2364,10617,2,0,45
38d9828e-3b49-424d-a757-8c8ccd55930b,2020-04-27,2014,179755,3,2,2342,9171,1,0,41
68962754-3275-4f64-9679-e01f22955f9c,2019-11-02,2010,135795,2,3,2201,12689,2,0,26
3b81ef90-7330-45d3-8290-4f89c8970e6a,2019-11-07,2010,125862,2,3,2480,14327,2,0,28
687934dd-6df5-4b29-a1c9-1cdc2165155e,2020-10-25,2010,416434,4,2,1709,13789,2,0,40
c416eac6-ae40-47f3-9b20-4d04ea7f1668,2020-06-26,2012,270065,3,3,2379,9014,2,0,5
92cec3f8-9dcc-4e88-a988-070e044d6d75,2022-03-20,2017,291846,4,3,1783,10116,2,0,19
1fd85f58-8f97-4a0b-b7da-0a7e90a372e2,2022-03-12,2017,721804,4,6,4266,12789,3,1,50
ae5cf106-7183-489b-a8f3-3fdc0ced6a73,2021-03-24,2011,329859,4,2,1793,12998,1,0,1
8bbc7478-e844-4d9d-b9f9-34a45402fbf2,2022-02-06,2015,357099,2,3,2079,12812,1,0,45
e7c0e6d7-9f6d-40d7-8fc2-505647357685,2022-06-03,2012,331635,3,2,2453,13461,1,0,38
a56cca1a-49d9-44ca-86fe-2e08c8a26022,2022-01-12,2010,182370,4,3,2317,12122,1,0,6
35053031-e6a2-4cfc-93bc-50bc2d5285be,2022-01-02,2016,241869,4,2,2162,12693,2,0,10
da505df4-c352-4e60-bca0-36892e380c78,2021-10-09,2014,250160,2,2,2201,10747,1,0,8
6b4e8c41-3232-4e02-babf-c7f3ffd68046,2020-10-02,2017,336326,3,2,2418,11143,2,0,30
b7581d05-d5e5-45b4-af45-e40eddad122d,2021-09-10,2016,258723,3,3,2355,8729,2,0,20
1e9f4922-cfa4-4489-bfb6-3c22191bff14,2021-09-05,2010,168158,2,2,1792,13870,1,0,16
931276ac-3c0f-42a4-8c9f-73917c8a4d03,2020-08-21,2011,251359,3,3,1901,13955,1,0,41
09b04eb7-017b-4ae2-ad5f-0ead00ef9246,2020-04-24,2013,439376,2,3,1711,12279,2,0,3
3c93b60c-91cf-4de2-952f-936be998f5d2,2021-03-12,2014,181041,4,3,2059,14449,2,0,15
3473e6e5-1233-4885-b8fe-c74bf25eef93,2019-10-10,2016,136986,4,2,2492,11671,2,0,29
06e501f5-cccf-4a94-aa6d-59e1494dbe95,2022-02-14,2013,323178,4,2,2065,14597,2,0,7
0b599f32-8362-4094-96b2-4f400f0f2af2,2021-08-08,2010,309660,3,3,1808,8688,1,0,2
fce2e0cd-fbff-4aa9-abca-fc5a5f79a9cc,2020-03-04,2017,129837,3,2,1964,13935,1,0,8
f0f41785-b530-4bed-b052-e956c9883710,2020-06-22,2011,420848,3,2,2044,9391,2,0,17
f6c60e66-bb36-4006-a79a-14450432b5cb,2020-10-04,2015,368024,2,2,1666,13019,1,0,31
0228fc44-59a2-4c7a-9259-a6b2d2455f29,2020-07-30,2014,162115,4,2,1871,14869,2,0,39
1b8f623b-0924-407c-a42f-da27c6836948,2021-09-18,2016,189553,4,3,2430,14055,2,0,43
fd32652f-8c1b-4009-90df-8af8fe251066,2020-09-27,2015,388222,4,3,2423,8852,1,0,2
a87db8b9-f513-4788-945f-8db82f5bdd82,2021-10-13,2013,215665,3,2,1723,11955,2,0,18
e15b8223-8193-4d0b-b954-76eb589073e7,2019-11-30,2015,310518,3,3,1903,12112,2,0,33
90d5e143-c95a-4872-a52f-23c561643e0d,2020-06-29,2010,385607,4,2,2198,13236,2,0,10
d7615cfe-c17b-4b24-befa-de00dc8ac95d,2020-02-02,2012,268335,2,3,1503,9080,1,0,21
a66355dd-aa2a-40f6-8ac6-3f0b8f5a9a0f,2020-11-17,2011,380197,2,2,1653,12699,2,0,3
80ca5a98-4a69-4ae5-bccd-5d7515e2d0c2,2022-04-06,2016,306173,4,3,1827,11524,2,0,33
86605dea-c20d-4158-ade4-19e05382d8ff,2021-09-30,2012,225216,3,3,1888,14745,2,0,45
5a9cad50-ae4e-4edc-ba97-1be6bc6a5399,2019-05-06,2016,211437,2,2,2256,9030,1,0,36
cd8b42c1-6290-4c86-a658-79d63e6a967b,2022-05-07,2011,267648,2,3,2111,14219,2,0,46
2825e5c5-297f-4ffd-a426-4e7eacc6beaa,2019-06-18,2013,382439,3,2,1934,11711,1,0,0
ab478da7-6688-48a7-bf86-5d0c19228fc2,2020-07-07,2015,166966,3,2,2459,10401,2,0,19
4e555cc6-4758-47ad-a4ee-35ad69e7ee55,2020-03-03,2015,575193,4,5,3314,13602,1,0,51
4b4db3dc-bde9-4275-911c-05302dd27c5a,2022-02-20,2016,270158,4,2,2494,14129,2,0,39
a2a2f0d5-26e8-4fd3-9ccf-fb66c2614fe2,2021-04-01,2014,202168,3,3,1696,12954,1,0,8
1602ae15-24d2-44a4-80d7-c048f04bb0f6,2021-06-25,2016,436141,3,2,2114,8119,1,0,42
a1dbc0a7-e345-410c-9f15-0ceb31bbbe0b,2021-01-18,2012,386811,3,3,2124,9153,1,0,49
ed91603e-2bb3-4d9c-b176-b5593eb46fae,2020-09-05,2012,134485,3,2,1840,14406,1,0,6
9c41721e-e105-4d3c-9d3b-37c9601ab289,2021-08-17,2010,180784,4,2,1863,11313,1,0,50
b1956f10-bc31-4a7e-aaa5-dcf7fa33aa59,2020-11-20,2010,157025,4,2,1637,13795,2,0,46
4383bad8-3bca-4a21-8e83-4df62f709375,2021-08-15,2011,418781,4,3,1777,10367,2,0,5
27735bc1-6566-4362-9305-a50b53341a47,2021-08-14,2015,189877,2,3,1902,9421,1,0,24
5f11e14b-b121-4d2f-b096-1693d00c566d,2021-12-22,2017,420569,2,3,2000,12134,2,0,43
5515d1b1-74de-42bf-8073-b5a61a2abe65,2022-01-19,2016,153637,2,2,1975,13512,1,0,45
69d77211-f308-40d9-a911-597d4465f641,2021-06-26,2014,322920,4,3,2349,10892,2,0,4
68424e93-621b-410f-bd41-83658f2dc4ad,2019-04-04,2011,328597,3,2,2218,10550,2,0,45
a31c9102-fad8-4b96-a989-f6bb85752b6e,2020-06-20,2016,320812,2,2,1885,12004,1,0,10
073e341e-5033-4062-9883-f1c9c3ec44f5,2019-08-31,2010,431870,3,3,1942,11725,2,0,7
914283fd-765e-4107-ac18-65012e702ff0,2020-07-09,2014,191864,2,3,2133,10986,1,0,48
f352ec23-f300-4d45-8218-77d8d3a6fe83,2021-09-05,2017,266196,4,2,1648,10206,2,0,37
317fde2c-38a6-4511-9a58-f13407b11d49,2019-06-12,2010,281730,2,2,2315,14847,1,0,39
8df1a491-4c75-47d4-afb6-c4889800e8a6,2020-07-24,2014,373261,2,2,1760,11920,2,0,21
7877e9c5-fdfc-488a-83f2-12fcfa5b7b22,2021-06-14,2016,173542,3,2,1528,12633,2,0,29
02f38cd7-69f9-4ec9-9d66-b615c4d365d7,2021-08-28,2016,399113,2,2,2167,10926,1,0,14
6ed92f21-5463-44b5-bbf3-33c2d9233554,2022-03-18,2017,203356,3,3,1533,12054,1,0,19
007b4732-08af-4482-8016-cfeada33598c,2019-10-24,2011,298200,2,3,1655,14687,2,0,39
ab7552e6-544a-4baa-b79f-a3cd40b8ee97,2021-08-07,2012,275377,4,2,2203,13719,1,0,44
44d20a74-ef5d-47b6-8e6c-e5c246a09f69,2019-12-17,2010,224178,4,2,2325,11620,1,0,36
32c72d10-7555-44a8-8455-886b0250c347,2020-03-30,2010,194161,3,3,2009,13953,1,0,41
9c5a3685-4714-460e-ae9d-0c93e3c1bd50,2019-01-14,2016,156406,2,2,1707,8427,1,0,15
ec281511-2460-4d4b-86b7-234c8bab6d4a,2021-11-17,2015,351298,4,2,1869,10684,2,0,35
3abf66b1-d675-4390-a0fa-274a52067bde,2021-07-11,2011,402423,3,3,2257,8851,2,0,39
c0b34dbd-5774-4dac-a506-10d6650b810d,2020-09-26,2011,260213,2,2,2402,11407,1,0,20
48be64fc-ea8c-4f82-a6ce-d5b1fb5bf4a7,2021-08-22,2016,298030,4,2,2037,9658,1,0,1
efce1521-ab7e-4602-96ac-b8d2a81383d3,2019-04-23,2012,194075,2,3,2461,11451,2,0,23
6d430e44-5894-467c-8d32-abd8d45226a1,2020-02-21,2015,738441,3,6,3107,9748,1,1,86
dfc4f2a7-6017-43a3-beea-027bdff11ca4,2020-02-13,2011,1301867,6,6,5320,9649,3,0,97
35822fc4-46e4-4a2b-806e-fcfdc5bc069c,2021-12-27,2010,317032,4,3,1625,11870,2,0,27
0d827fa4-8f13-4235-99c6-8ceb295f2731,2019-06-29,2015,246187,4,3,1615,9362,1,0,32
68f7925f-0032-4682-8c68-431d283a79cb,2021-12-14,2015,271790,4,3,2419,13648,1,0,35
933f9d09-40d0-4ec3-bdf2-62eaf1102737,2022-04-18,2011,225123,2,3,1571,9683,2,0,46
d6aff753-05de-4fb5-a1f4-818f5b188916,2021-07-17,2017,293493,4,2,2007,9354,2,0,50
e1f940ba-9fe1-4c2e-829d-9e3cac514ff8,2021-05-15,2015,444559,2,2,2219,14819,2,0,10
1d19ce48-fc3d-4648-953a-62a562cafbda,2021-06-16,2011,189438,4,3,2304,12621,2,0,19
8bdff44c-b819-4c46-8f36-7022f5c9e14d,2021-10-31,2011,373719,4,3,1555,12730,2,0,14
93d49298-dec3-4dbd-8ec2-30de8a1046eb,2019-05-10,2014,332416,4,2,1680,13467,1,0,27
31a83ba1-5ab5-44a3-9c9d-2949da3d3278,2021-10-10,2011,220996,2,2,1934,12910,1,0,48
4884e47c-cc6b-4fb8-bcbb-16359b0074dc,2019-09-13,2017,443637,2,2,2207,13561,1,0,2
1f2a3195-25ba-4de9-9d18-fd77f87a4c9b,2020-10-30,2013,379478,3,2,1904,13477,1,0,34
1a71f364-b32e-49c8-955a-e16541f5a3f6,2020-09-26,2012,370625,3,2,2455,12450,1,0,9
e7c4af9b-65fb-4fce-8f0f-285ebfc4a4e7,2021-08-12,2016,142180,3,2,2069,8741,1,0,47
1db99256-f6db-4b25-9b04-d9fa394bed63,2019-05-26,2013,379641,2,3,1854,9917,2,0,20
5674eecd-a9a4-4e75-b893-6a68c6b979c2,2019-03-11,2014,397984,4,2,1912,11655,1,0,33
0a86d347-e6ac-4a88-b51f-29fbdd81ac76,2019-05-18,2010,312283,4,2,1515,8024,2,0,26
be1caa75-b57a-4f44-8d26-70bc07ae8f10,2020-03-30,2011,323654,2,2,2384,12332,1,0,34
664b26f5-0087-4b3a-a4a8-f4a69b3b2624,2021-11-14,2011,128800,4,3,1701,14426,1,0,33
77a67a7c-53de-4365-8663-9fa6b99d4e7a,2021-12-12,2015,289144,4,3,1966,14999,2,0,38
3a2591c8-d85f-4afd-9c3f-b34783657d49,2020-12-16,2014,183740,2,2,2192,10016,2,0,17
838c6a20-174c-4dc0-82f2-7683fc987564,2022-04-25,2015,281474,2,2,1751,14245,2,0,43
b9dab4e3-f5b4-4b3f-aca3-bb598cb799fb,2020-03-14,2012,120854,2,3,2238,12470,1,0,3
0e235a29-63e0-4e60-9a1f-4310245e9815,2021-04-25,2013,165461,2,2,1896,12689,1,0,9
d56f9c02-6d95-4c33-b144-4a08f2588458,2021-12-07,2015,319943,4,3,2420,12154,1,0,25
291aa3b0-7c7b-4e77-b88c-b22af120e4e9,2021-02-01,2010,333498,3,2,2245,11711,1,0,40
3d2adc4b-488d-4273-81c5-43b2c648711c,2019-01-04,2015,317824,2,2,1862,9371,2,0,19
24fe1155-2dd5-4f57-94d8-fd48a462f5ba,2021-01-09,2012,129907,3,2,2204,12226,1,0,10
55451dfd-93a0-486c-a8d3-881bd4544416,2019-05-08,2014,260427,2,2,2430,10853,2,0,27
e8fcd8a9-4969-48a4-b3b8-00d7c06f780f,2019-11-05,2014,249091,2,3,1811,14715,2,0,48
6b75520e-b258-4fee-b5bf-abc275451f22,2019-06-10,2016,367688,2,3,2436,12243,1,0,26
b5e6d7d5-28b4-4cf5-a58a-69d0d7fc18f6,2021-05-09,2015,973060,5,6,3891,8027,1,0,72
e10d2a83-3d94-485d-91eb-cbe6e2edc62f,2020-06-29,2015,282947,4,3,2178,9829,2,0,49
32269ad5-c001-498c-9872-712c24f9f7d4,2021-01-12,2012,449452,2,2,1869,12019,2,0,23
2379b202-c438-46eb-a3ac-78777ef65e04,2022-05-17,2014,341628,3,2,2494,12428,1,0,7
e707a8f6-c7fe-4d42-8e89-64d8ea493251,2019-09-29,2014,175094,3,3,1915,10019,2,0,3
c5c0161e-014e-4e6f-8f4f-092b60259484,2022-01-24,2017,441329,4,3,2455,13842,2,0,19
2c3d2e34-5b11-4ddb-a398-5a028e04baff,2021-03-04,2011,348217,4,3,2317,14227,1,0,21
11e8fdbb-7a3c-4122-ac68-32f3dc9d1ebe,2019-05-19,2016,239592,2,3,1647,14492,2,0,46
3eea51e1-a530-4960-92d7-0d71424c34cc,2020-07-17,2011,412659,3,2,2227,8892,1,0,12
eaf22a05-3e21-4f00-9dc7-fc23657d6f12,2019-05-08,2013,129049,4,3,2440,12954,2,0,26
43142e1c-2a0c-42d4-8cc2-3326cfdbfd21,2022-02-23,2011,367031,4,3,1780,8770,1,0,24
7f9d90f9-0b82-4b5c-897d-463161855366,2020-10-07,2016,165694,3,2,2028,14854,2,0,40
490a5403-717a-4880-83c6-2f5ab4d3a429,2021-11-23,2014,382855,4,2,1563,10192,1,0,48
97d8902b-c282-42e0-bc86-ec27634267a8,2021-08-30,2012,348922,2,2,2420,11605,2,0,10
fdf3dd21-91e8-4251-9e0c-a9277a0789a8,2021-02-21,2013,395918,2,3,2196,14873,2,0,49
bb4690e5-6fd5-4f42-83fd-930aef7d4b42,2021-04-02,2013,421557,4,2,1923,11551,1,0,20
567900d3-7ca0-4554-a0e3-034638aa6586,2019-06-21,2010,433688,4,3,2134,12734,1,0,9
d6f6fcf6-2927-4961-823e-56f0020e3274,2020-09-25,2016,353406,4,2,1851,13294,1,0,20
0cfb1d21-9187-48b0-b5d6-d99e8378a053,2019-11-16,2014,309623,2,2,1833,9237,2,0,19
8a703d23-ae3f-4fba-921b-dde5f913194d,2019-08-08,2011,444318,3,3,1838,14171,2,0,22
3734fe8c-110c-4ff9-b7ed-79f7d2d66f8c,2020-08-08,2015,348855,3,2,2068,9819,1,0,2
1fb4aa70-d829-4221-83c4-bc8ec82e3115,2019-10-14,2010,176987,4,2,1881,9744,2,0,40
74f81a9a-6ec6-4659-a49b-7fb8cc01c662,2021-12-21,2010,233981,4,2,1934,8484,1,0,20
5a77d690-3884-486e-8229-87ac14f447a3,2021-08-12,2012,167836,2,3,2456,13781,1,0,26
93ecf937-1210-464f-980f-0f6357a750c1,2021-08-15,2016,167681,2,3,2085,11859,2,0,41
3e5ed483-fa20-46cd-8387-68bfbca6bac5,2022-02-07,2011,426222,4,3,1608,12098,2,0,36
d45f5be1-2c4f-4145-9787-4076f303211b,2019-06-20,2010,203202,2,2,1841,12978,2,0,24
123d5fb4-ba5a-4a61-a90c-322b21505676,2021-11-30,2012,130120,4,3,1601,9212,2,0,39
34eeed50-f935-4a94-a95a-e15634e20213,2019-10-07,2011,132715,4,2,2175,13951,1,0,38
d33c2044-aba9-4d12-b8b7-f541f6e8aa37,2019-03-20,2017,390653,4,3,1603,10601,1,0,13
243a91ba-3a30-40a7-b226-98fa50485e73,2022-01-09,2010,334464,4,3,2363,11897,1,0,35
d74bab9d-6ca3-420c-9d5e-0640ff762d7f,2022-05-23,2011,133799,2,2,2361,12484,2,0,8
a51c0f94-52c8-4b6b-b9ec-307c239b818e,2020-05-11,2015,305445,4,3,1599,10722,2,0,48
d852ef44-f7d2-4c97-932f-7f72e1bac62f,2020-05-13,2010,639842,3,3,3682,11824,3,0,97
98a24b9b-35a0-4a60-8990-3b95894ec920,2020-04-25,2016,322777,3,2,1661,12914,1,0,14
6500fabf-22f2-44f3-ac86-c8970eff35e8,2021-07-31,2012,1296791,6,3,5095,11434,3,1,95
a5186b34-cfd5-4ef3-bae6-b6df35037d83,2020-01-09,2011,331083,2,3,1885,10577,1,0,11
63f7d09d-8823-49ae-995d-b03d73fb82ce,2020-02-13,2016,156774,4,2,2148,11251,2,0,17
b4b2c2b5-214f-4aeb-845c-ae001b358d96,2020-08-10,2010,121893,4,2,2170,9462,1,0,23
2cf1aa3e-b88c-4287-9ff9-8940058ee9bf,2020-01-20,2014,279826,3,2,1910,10643,2,0,14
4bc303b3-ff79-4c8d-8ff8-1fab3cba4e07,2019-02-01,2011,338476,2,3,2269,11045,1,0,26
f2f0ea38-339e-4e8e-b66f-0fc370c2dbb8,2019-09-28,2013,145939,2,3,2345,8826,1,0,10
08902729-6707-4ac2-963e-67c321920bb9,2022-01-09,2010,443596,4,2,2470,10428,2,0,50
82610e2e-a0eb-4523-9fc6-d3b214748d28,2021-05-28,2014,355818,2,3,2374,14489,2,0,40
e9c4f475-183a-4e7d-ba44-753955dc64f2,2020-04-09,2013,215981,4,2,1611,8163,1,0,26
75c8ff4f-aa31-435c-87a6-5fe43d2a86f7,2021-04-15,2010,350147,3,3,2075,11654,1,0,12
1498cef2-2d42-4c34-be44-52c6e93636c9,2019-04-10,2017,208373,3,3,2057,10016,2,0,26
05562d9f-ed32-4ee9-8841-4146eb85b52e,2020-11-26,2017,273219,3,2,1695,12132,2,0,14
a67746ee-8a90-4fe3-af01-0b23336922fc,2020-11-22,2014,333712,4,2,1770,14582,1,0,46
a579be41-c1c2-4e5e-833d-0c89e166c76f,2019-12-24,2015,163805,4,2,1689,13689,1,0,3
e40405c2-c1b6-4f1b-a88c-576a8723bb98,2019-10-05,2017,304547,4,3,1743,8049,1,0,50
29d2a06b-0990-4fd6-965e-818856eebc4b,2021-04-13,2016,260055,3,2,2163,8443,1,0,41
35bdf387-24f8-4cd9-a353-0fa0ee6965fd,2021-03-15,2014,205400,4,3,1532,12135,2,0,40
9eab84f5-bcf0-4ea0-9929-881b7a52ba5e,2019-02-25,2013,205440,3,3,2146,11516,2,0,23
c94724f4-7a9d-4080-9203-14def342e967,2020-11-19,2010,398779,4,3,2218,13607,1,0,36
d6d621cf-e0ee-4b40-816c-3728397d6eee,2022-05-14,2015,334122,2,3,2308,13777,1,0,2
28fbcb1a-2ee4-4e10-8e69-bf6c7cbf6264,2022-01-30,2013,303927,2,3,2365,11620,2,0,7
